usage_date,attraction,attendance,branch
2024-06-06,Astro Orbitor,703,Disneyland_California
2024-06-07,Astro Orbitor,493,Disneyland_California
2024-06-08,Astro Orbitor,731,Disneyland_California
2024-06-09,Astro Orbitor,183,Disneyland_California
2024-06-10,Astro Orbitor,696,Disneyland_California
2024-06-11,Astro Orbitor,114,Disneyland_California
2024-06-12,Astro Orbitor,201,Disneyland_California
2024-06-13,Astro Orbitor,641,Disneyland_California
2024-06-14,Astro Orbitor,449,Disneyland_California
2024-06-15,Astro Orbitor,723,Disneyland_California
2024-06-16,Astro Orbitor,811,Disneyland_California
2024-06-17,Astro Orbitor,869,Disneyland_California
2024-06-18,Astro Orbitor,163,Disneyland_California
2024-06-19,Astro Orbitor,695,Disneyland_California
2024-06-20,Astro Orbitor,681,Disneyland_California
2024-06-21,Astro Orbitor,527,Disneyland_California
2024-06-22,Astro Orbitor,406,Disneyland_California
2024-06-23,Astro Orbitor,120,Disneyland_California
2024-06-24,Astro Orbitor,538,Disneyland_California
2024-06-25,Astro Orbitor,225,Disneyland_California
2024-06-26,Astro Orbitor,649,Disneyland_California
2024-06-27,Astro Orbitor,629,Disneyland_California
2024-06-28,Astro Orbitor,685,Disneyland_California
2024-06-29,Astro Orbitor,784,Disneyland_California
2024-06-30,Astro Orbitor,160,Disneyland_California
2024-07-01,Astro Orbitor,154,Disneyland_California
2024-07-02,Astro Orbitor,138,Disneyland_California
2024-07-03,Astro Orbitor,320,Disneyland_California
2024-07-04,Astro Orbitor,285,Disneyland_California
2024-07-05,Astro Orbitor,558,Disneyland_California
2024-07-06,Astro Orbitor,681,Disneyland_California
2024-07-07,Astro Orbitor,824,Disneyland_California
2024-07-08,Astro Orbitor,966,Disneyland_California
2024-07-09,Astro Orbitor,647,Disneyland_California
2024-07-10,Astro Orbitor,687,Disneyland_California
2024-07-11,Astro Orbitor,455,Disneyland_California
2024-07-12,Astro Orbitor,457,Disneyland_California
2024-07-13,Astro Orbitor,752,Disneyland_California
2024-07-14,Astro Orbitor,252,Disneyland_California
2024-07-15,Astro Orbitor,391,Disneyland_California
2024-07-16,Astro Orbitor,832,Disneyland_California
2024-07-17,Astro Orbitor,411,Disneyland_California
2024-07-18,Astro Orbitor,146,Disneyland_California
2024-07-19,Astro Orbitor,119,Disneyland_California
2024-07-20,Astro Orbitor,537,Disneyland_California
2024-07-21,Astro Orbitor,451,Disneyland_California
2024-07-22,Astro Orbitor,218,Disneyland_California
2024-07-23,Astro Orbitor,386,Disneyland_California
2024-07-24,Astro Orbitor,948,Disneyland_California
2024-07-25,Astro Orbitor,784,Disneyland_California
2024-07-26,Astro Orbitor,195,Disneyland_California
2024-07-27,Astro Orbitor,132,Disneyland_California
2024-07-28,Astro Orbitor,557,Disneyland_California
2024-07-29,Astro Orbitor,788,Disneyland_California
2024-07-30,Astro Orbitor,157,Disneyland_California
2024-07-31,Astro Orbitor,840,Disneyland_California
2024-08-01,Astro Orbitor,590,Disneyland_California
2024-08-02,Astro Orbitor,301,Disneyland_California
2024-08-03,Astro Orbitor,196,Disneyland_California
2024-08-04,Astro Orbitor,218,Disneyland_California
2024-08-05,Astro Orbitor,633,Disneyland_California
2024-08-06,Astro Orbitor,909,Disneyland_California
2024-08-07,Astro Orbitor,865,Disneyland_California
2024-08-08,Astro Orbitor,824,Disneyland_California
2024-08-09,Astro Orbitor,727,Disneyland_California
2024-08-10,Astro Orbitor,710,Disneyland_California
2024-08-11,Astro Orbitor,626,Disneyland_California
2024-08-12,Astro Orbitor,949,Disneyland_California
2024-08-13,Astro Orbitor,983,Disneyland_California
2024-08-14,Astro Orbitor,621,Disneyland_California
2024-08-15,Astro Orbitor,871,Disneyland_California
2024-08-16,Astro Orbitor,544,Disneyland_California
2024-08-17,Astro Orbitor,348,Disneyland_California
2024-08-18,Astro Orbitor,573,Disneyland_California
2024-08-19,Astro Orbitor,641,Disneyland_California
2024-08-20,Astro Orbitor,185,Disneyland_California
2024-08-21,Astro Orbitor,400,Disneyland_California
2024-08-22,Astro Orbitor,939,Disneyland_California
2024-08-23,Astro Orbitor,161,Disneyland_California
2024-08-24,Astro Orbitor,919,Disneyland_California
2024-08-25,Astro Orbitor,408,Disneyland_California
2024-08-26,Astro Orbitor,739,Disneyland_California
2024-08-27,Astro Orbitor,893,Disneyland_California
2024-08-28,Astro Orbitor,454,Disneyland_California
2024-08-29,Astro Orbitor,470,Disneyland_California
2024-08-30,Astro Orbitor,918,Disneyland_California
2024-08-31,Astro Orbitor,824,Disneyland_California
2024-09-01,Astro Orbitor,462,Disneyland_California
2024-09-02,Astro Orbitor,224,Disneyland_California
2024-09-03,Astro Orbitor,372,Disneyland_California
2024-09-04,Astro Orbitor,728,Disneyland_California
2024-09-05,Astro Orbitor,622,Disneyland_California
2024-09-06,Astro Orbitor,177,Disneyland_California
2024-09-07,Astro Orbitor,492,Disneyland_California
2024-09-08,Astro Orbitor,272,Disneyland_California
2024-09-09,Astro Orbitor,203,Disneyland_California
2024-09-10,Astro Orbitor,637,Disneyland_California
2024-09-11,Astro Orbitor,595,Disneyland_California
2024-09-12,Astro Orbitor,194,Disneyland_California
2024-09-13,Astro Orbitor,135,Disneyland_California
2024-09-14,Astro Orbitor,173,Disneyland_California
2024-09-15,Astro Orbitor,190,Disneyland_California
2024-09-16,Astro Orbitor,114,Disneyland_California
2024-09-17,Astro Orbitor,887,Disneyland_California
2024-09-18,Astro Orbitor,785,Disneyland_California
2024-09-19,Astro Orbitor,861,Disneyland_California
2024-09-20,Astro Orbitor,725,Disneyland_California
2024-09-21,Astro Orbitor,104,Disneyland_California
2024-09-22,Astro Orbitor,397,Disneyland_California
2024-09-23,Astro Orbitor,390,Disneyland_California
2024-09-24,Astro Orbitor,325,Disneyland_California
2024-09-25,Astro Orbitor,539,Disneyland_California
2024-09-26,Astro Orbitor,174,Disneyland_California
2024-09-27,Astro Orbitor,451,Disneyland_California
2024-09-28,Astro Orbitor,546,Disneyland_California
2024-09-29,Astro Orbitor,361,Disneyland_California
2024-09-30,Astro Orbitor,996,Disneyland_California
2024-10-01,Astro Orbitor,963,Disneyland_California
2024-10-02,Astro Orbitor,237,Disneyland_California
2024-10-03,Astro Orbitor,436,Disneyland_California
2024-10-04,Astro Orbitor,288,Disneyland_California
2024-10-05,Astro Orbitor,599,Disneyland_California
2024-10-06,Astro Orbitor,537,Disneyland_California
2024-10-07,Astro Orbitor,668,Disneyland_California
2024-10-08,Astro Orbitor,379,Disneyland_California
2024-10-09,Astro Orbitor,639,Disneyland_California
2024-10-10,Astro Orbitor,109,Disneyland_California
2024-10-11,Astro Orbitor,904,Disneyland_California
2024-10-12,Astro Orbitor,191,Disneyland_California
2024-10-13,Astro Orbitor,410,Disneyland_California
2024-10-14,Astro Orbitor,685,Disneyland_California
2024-10-15,Astro Orbitor,241,Disneyland_California
2024-10-16,Astro Orbitor,161,Disneyland_California
2024-10-17,Astro Orbitor,352,Disneyland_California
2024-10-18,Astro Orbitor,149,Disneyland_California
2024-10-19,Astro Orbitor,814,Disneyland_California
2024-10-20,Astro Orbitor,560,Disneyland_California
2024-10-21,Astro Orbitor,819,Disneyland_California
2024-10-22,Astro Orbitor,210,Disneyland_California
2024-10-23,Astro Orbitor,404,Disneyland_California
2024-10-24,Astro Orbitor,928,Disneyland_California
2024-10-25,Astro Orbitor,749,Disneyland_California
2024-10-26,Astro Orbitor,926,Disneyland_California
2024-10-27,Astro Orbitor,741,Disneyland_California
2024-10-28,Astro Orbitor,907,Disneyland_California
2024-10-29,Astro Orbitor,566,Disneyland_California
2024-10-30,Astro Orbitor,274,Disneyland_California
2024-10-31,Astro Orbitor,645,Disneyland_California
2024-11-01,Astro Orbitor,797,Disneyland_California
2024-11-02,Astro Orbitor,699,Disneyland_California
2024-11-03,Astro Orbitor,103,Disneyland_California
2024-11-04,Astro Orbitor,404,Disneyland_California
2024-11-05,Astro Orbitor,236,Disneyland_California
2024-11-06,Astro Orbitor,650,Disneyland_California
2024-11-07,Astro Orbitor,855,Disneyland_California
2024-11-08,Astro Orbitor,682,Disneyland_California
2024-11-09,Astro Orbitor,565,Disneyland_California
2024-11-10,Astro Orbitor,239,Disneyland_California
2024-11-11,Astro Orbitor,798,Disneyland_California
2024-11-12,Astro Orbitor,845,Disneyland_California
2024-11-13,Astro Orbitor,861,Disneyland_California
2024-11-14,Astro Orbitor,115,Disneyland_California
2024-11-15,Astro Orbitor,683,Disneyland_California
2024-11-16,Astro Orbitor,630,Disneyland_California
2024-11-17,Astro Orbitor,709,Disneyland_California
2024-11-18,Astro Orbitor,434,Disneyland_California
2024-11-19,Astro Orbitor,789,Disneyland_California
2024-11-20,Astro Orbitor,201,Disneyland_California
2024-11-21,Astro Orbitor,297,Disneyland_California
2024-11-22,Astro Orbitor,329,Disneyland_California
2024-11-23,Astro Orbitor,978,Disneyland_California
2024-11-24,Astro Orbitor,794,Disneyland_California
2024-11-25,Astro Orbitor,646,Disneyland_California
2024-11-26,Astro Orbitor,472,Disneyland_California
2024-11-27,Astro Orbitor,811,Disneyland_California
2024-11-28,Astro Orbitor,657,Disneyland_California
2024-11-29,Astro Orbitor,596,Disneyland_California
2024-11-30,Astro Orbitor,898,Disneyland_California
2024-12-01,Astro Orbitor,443,Disneyland_California
2024-12-02,Astro Orbitor,719,Disneyland_California
2024-12-03,Astro Orbitor,736,Disneyland_California
2024-12-04,Astro Orbitor,148,Disneyland_California
2024-12-05,Astro Orbitor,896,Disneyland_California
2024-12-06,Astro Orbitor,377,Disneyland_California
2024-12-07,Astro Orbitor,121,Disneyland_California
2024-12-08,Astro Orbitor,742,Disneyland_California
2024-12-09,Astro Orbitor,457,Disneyland_California
2024-12-10,Astro Orbitor,503,Disneyland_California
2024-12-11,Astro Orbitor,290,Disneyland_California
2024-12-12,Astro Orbitor,500,Disneyland_California
2024-12-13,Astro Orbitor,532,Disneyland_California
2024-12-14,Astro Orbitor,132,Disneyland_California
2024-12-15,Astro Orbitor,286,Disneyland_California
2024-12-16,Astro Orbitor,501,Disneyland_California
2024-12-17,Astro Orbitor,863,Disneyland_California
2024-12-18,Astro Orbitor,293,Disneyland_California
2024-12-19,Astro Orbitor,683,Disneyland_California
2024-12-20,Astro Orbitor,589,Disneyland_California
2024-12-21,Astro Orbitor,698,Disneyland_California
2024-12-22,Astro Orbitor,946,Disneyland_California
2024-12-23,Astro Orbitor,303,Disneyland_California
2024-12-24,Astro Orbitor,307,Disneyland_California
2024-12-25,Astro Orbitor,725,Disneyland_California
2024-12-26,Astro Orbitor,221,Disneyland_California
2024-12-27,Astro Orbitor,599,Disneyland_California
2024-12-28,Astro Orbitor,235,Disneyland_California
2024-12-29,Astro Orbitor,603,Disneyland_California
2024-12-30,Astro Orbitor,397,Disneyland_California
2024-12-31,Astro Orbitor,218,Disneyland_California
2024-01-01,Autopia,395,Disneyland_California
2024-01-01,Autopia,395,Disneyland_Paris
2024-01-02,Autopia,405,Disneyland_California
2024-01-02,Autopia,405,Disneyland_Paris
2024-01-03,Autopia,493,Disneyland_California
2024-01-03,Autopia,493,Disneyland_Paris
2024-01-04,Autopia,545,Disneyland_California
2024-01-04,Autopia,545,Disneyland_Paris
2024-01-05,Autopia,493,Disneyland_California
2024-01-05,Autopia,493,Disneyland_Paris
2024-01-06,Autopia,227,Disneyland_California
2024-01-06,Autopia,227,Disneyland_Paris
2024-01-07,Autopia,912,Disneyland_California
2024-01-07,Autopia,912,Disneyland_Paris
2024-01-08,Autopia,435,Disneyland_California
2024-01-08,Autopia,435,Disneyland_Paris
2024-01-09,Autopia,776,Disneyland_California
2024-01-09,Autopia,776,Disneyland_Paris
2024-01-10,Autopia,910,Disneyland_California
2024-01-10,Autopia,910,Disneyland_Paris
2024-01-11,Autopia,795,Disneyland_California
2024-01-11,Autopia,795,Disneyland_Paris
2024-01-12,Autopia,373,Disneyland_California
2024-01-12,Autopia,373,Disneyland_Paris
2024-01-13,Autopia,732,Disneyland_California
2024-01-13,Autopia,732,Disneyland_Paris
2024-01-14,Autopia,230,Disneyland_California
2024-01-14,Autopia,230,Disneyland_Paris
2024-01-15,Autopia,230,Disneyland_California
2024-01-15,Autopia,230,Disneyland_Paris
2024-01-16,Autopia,580,Disneyland_California
2024-01-16,Autopia,580,Disneyland_Paris
2024-01-17,Autopia,251,Disneyland_California
2024-01-17,Autopia,251,Disneyland_Paris
2024-01-18,Autopia,677,Disneyland_California
2024-01-18,Autopia,677,Disneyland_Paris
2024-01-19,Autopia,436,Disneyland_California
2024-01-19,Autopia,436,Disneyland_Paris
2024-01-20,Autopia,683,Disneyland_California
2024-01-20,Autopia,683,Disneyland_Paris
2024-01-21,Autopia,390,Disneyland_California
2024-01-21,Autopia,390,Disneyland_Paris
2024-01-22,Autopia,836,Disneyland_California
2024-01-22,Autopia,836,Disneyland_Paris
2024-01-23,Autopia,667,Disneyland_California
2024-01-23,Autopia,667,Disneyland_Paris
2024-01-24,Autopia,830,Disneyland_California
2024-01-24,Autopia,830,Disneyland_Paris
2024-01-25,Autopia,993,Disneyland_California
2024-01-25,Autopia,993,Disneyland_Paris
2024-01-26,Autopia,424,Disneyland_California
2024-01-26,Autopia,424,Disneyland_Paris
2024-01-27,Autopia,910,Disneyland_California
2024-01-27,Autopia,910,Disneyland_Paris
2024-01-28,Autopia,741,Disneyland_California
2024-01-28,Autopia,741,Disneyland_Paris
2024-01-29,Autopia,320,Disneyland_California
2024-01-29,Autopia,320,Disneyland_Paris
2024-01-30,Autopia,560,Disneyland_California
2024-01-30,Autopia,560,Disneyland_Paris
2024-01-31,Autopia,624,Disneyland_California
2024-01-31,Autopia,624,Disneyland_Paris
2024-02-01,Autopia,728,Disneyland_California
2024-02-01,Autopia,728,Disneyland_Paris
2024-02-02,Autopia,452,Disneyland_California
2024-02-02,Autopia,452,Disneyland_Paris
2024-02-03,Autopia,961,Disneyland_California
2024-02-03,Autopia,961,Disneyland_Paris
2024-02-04,Autopia,269,Disneyland_California
2024-02-04,Autopia,269,Disneyland_Paris
2024-02-05,Autopia,229,Disneyland_California
2024-02-05,Autopia,229,Disneyland_Paris
2024-02-06,Autopia,685,Disneyland_California
2024-02-06,Autopia,685,Disneyland_Paris
2024-02-07,Autopia,823,Disneyland_California
2024-02-07,Autopia,823,Disneyland_Paris
2024-02-08,Autopia,118,Disneyland_California
2024-02-08,Autopia,118,Disneyland_Paris
2024-02-09,Autopia,923,Disneyland_California
2024-02-09,Autopia,923,Disneyland_Paris
2024-02-10,Autopia,753,Disneyland_California
2024-02-10,Autopia,753,Disneyland_Paris
2024-02-11,Autopia,990,Disneyland_California
2024-02-11,Autopia,990,Disneyland_Paris
2024-02-12,Autopia,702,Disneyland_California
2024-02-12,Autopia,702,Disneyland_Paris
2024-02-13,Autopia,558,Disneyland_California
2024-02-13,Autopia,558,Disneyland_Paris
2024-02-14,Autopia,408,Disneyland_California
2024-02-14,Autopia,408,Disneyland_Paris
2024-02-15,Autopia,259,Disneyland_California
2024-02-15,Autopia,259,Disneyland_Paris
2024-02-16,Autopia,105,Disneyland_California
2024-02-16,Autopia,105,Disneyland_Paris
2024-02-17,Autopia,109,Disneyland_California
2024-02-17,Autopia,109,Disneyland_Paris
2024-02-18,Autopia,613,Disneyland_California
2024-02-18,Autopia,613,Disneyland_Paris
2024-02-19,Autopia,561,Disneyland_California
2024-02-19,Autopia,561,Disneyland_Paris
2024-02-20,Autopia,457,Disneyland_California
2024-02-20,Autopia,457,Disneyland_Paris
2024-02-21,Autopia,448,Disneyland_California
2024-02-21,Autopia,448,Disneyland_Paris
2024-02-22,Autopia,251,Disneyland_California
2024-02-22,Autopia,251,Disneyland_Paris
2024-02-23,Autopia,779,Disneyland_California
2024-02-23,Autopia,779,Disneyland_Paris
2024-02-24,Autopia,956,Disneyland_California
2024-02-24,Autopia,956,Disneyland_Paris
2024-02-25,Autopia,758,Disneyland_California
2024-02-25,Autopia,758,Disneyland_Paris
2024-02-26,Autopia,405,Disneyland_California
2024-02-26,Autopia,405,Disneyland_Paris
2024-02-27,Autopia,889,Disneyland_California
2024-02-27,Autopia,889,Disneyland_Paris
2024-02-28,Autopia,944,Disneyland_California
2024-02-28,Autopia,944,Disneyland_Paris
2024-02-29,Autopia,269,Disneyland_California
2024-02-29,Autopia,269,Disneyland_Paris
2024-03-01,Autopia,147,Disneyland_California
2024-03-01,Autopia,147,Disneyland_Paris
2024-03-02,Autopia,340,Disneyland_California
2024-03-02,Autopia,340,Disneyland_Paris
2024-03-03,Autopia,185,Disneyland_California
2024-03-03,Autopia,185,Disneyland_Paris
2024-03-04,Autopia,485,Disneyland_California
2024-03-04,Autopia,485,Disneyland_Paris
